time,ceiling_price,floor_price,reference_price,open_price,close_price,match_price,price_change,percent_price_change,highest_price,lowest_price,average_price,total_match_volume,total_match_value,total_deal_volume,total_deal_value,total_volume,total_value,foreign_net_trading_volume,foreign_net_trading_value,foreign_buy_value_matched,foreign_buy_volume_matched,foreign_sell_value_matched,foreign_sell_volume_matched,foreign_buy_value_deal,foreign_buy_volume_deal,foreign_sell_value_deal,foreign_sell_volume_deal,foreign_buy_value_total,foreign_buy_volume_total,foreign_sell_value_total,foreign_sell_volume_total,foreign_total_room,foreign_current_room,foreign_holding_volume,total_trade,total_buy_trade,total_buy_trade_volume,total_sell_trade,total_sell_trade_volume,reference_price_adjusted,open_price_adjusted,close_price_adjusted,price_change_adjusted,percent_price_change_adjusted,highest_price_adjusted,lowest_price_adjusted,unmatched_buy_trade_volume,unmatched_sell_trade_volume,dif_volume_buy_sell,average_volume_buy_order,average_volume_sell_order
2020-09-14,29950,26050,28000,28250,27950,27950,-50,-0.0017857143,28250,27800,27857.830754761966,1199880,33562981500,310000,8499000000,1509880,42061981500,-217690,-6093869000,1249789500,44720,7343658500,262410,0,0,0,0,1249789500,44720,7343658500,262410,127254261,1631618,125622643,0.0,468.0,1874360.0,431.0,2080380.0,24862.615439256,25084.6030771065,24818.2179116859,0.0,0.0,25084.6030771065,24685.0253289756,674480.0,880500.0,-206020.0,4005.042735042735,4826.867749419954
2020-09-15,29900,26000,27950,28000,28250,28250,300,0.0107334526,28450,27950,27991.035790447833,1059600,29846705000,928640,25806192000,1988240,55652897000,621690,17201603000,778498500,27750,6613087500,234700,23036192000,828640,0,0,23814690500,856390,6613087500,234700,127254261,1812798,125441463,0.0,526.0,2091100.0,531.0,1870550.0,24818.2179116859,24862.615439256,25084.6030771065,0.0,0.0,25262.1931873869,24818.2179116859,1031500.0,810950.0,220550.0,3975.4752851711028,3522.693032015066
2020-09-16,30200,26300,28250,28400,28400,28400,150,0.0053097345,28450,28050,28147.12087560633,1429050,40455655500,1385000,38751750000,2814050,79207405500,-55280,-1638161500,153310000,5400,10893971500,385680,9102500000,325000,0,0,9255810000,330400,10893971500,385680,127254261,1186408,126067853,0.0,517.0,2763100.0,546.0,2355280.0,25084.6030771065,25217.7956598168,25217.7956598168,0.0,0.0,25262.1931873869,24907.0129668261,1334050.0,926230.0,407820.0,5344.487427466151,4313.6996336996335
2020-09-17,30350,26450,28400,28500,28200,28200,-200,-0.0070422535,28500,28100,28152.465703630904,542790,15311370000,200000,5600000000,742790,20911370000,145610,4067393000,96444000,3420,1629051000,57810,5600000000,200000,0,0,5696444000,203420,1629051000,57810,127254261,1109738,126144523,0.0,469.0,1656790.0,369.0,1218920.0,25217.7956598168,25306.590714957,25040.2055495364,0.0,0.0,25306.590714957,24951.4104943962,1114000.0,676130.0,437870.0,3532.6012793176974,3303.3062330623306
2020-09-18,30150,26250,28200,28200,28500,28500,300,0.0106382979,28500,28100,28299.087775271833,545370,15433473500,0,0,545370,15433473500,-7370,-208853000,13512000,480,222365000,7850,0,0,0,0,13512000,480,222365000,7850,127254261,1141018,126113243,0.0,422.0,1235760.0,446.0,1052160.0,25040.2055495364,25040.2055495364,25306.590714957,0.0,0.0,25306.590714957,24951.4104943962,690390.0,506790.0,183600.0,2928.341232227488,2359.103139013453
2020-09-21,30450,26550,28500,28500,28000,28000,-500,-0.0175438596,28650,27900,28212.110347914073,927840,26187535500,100000,2810000000,1027840,28997535500,-229190,-6447367000,89500500,3160,6536867500,232350,0,0,0,0,89500500,3160,6536867500,232350,127254261,1526218,125728043,0.0,639.0,1520510.0,561.0,2401030.0,25306.590714957,25306.590714957,24862.615439256,0.0,0.0,25439.7832976673,24773.8203841158,592670.0,1473190.0,-880520.0,2379.514866979656,4279.910873440285
2020-09-22,29950,26050,28000,28000,28100,28100,100,0.0035714286,28200,27800,27943.69439016524,954220,26678801500,100000,2780000000,1054220,29458801500,-398700,-11120112500,156550000,5600,11276662500,404300,0,0,0,0,156550000,5600,11276662500,404300,127254261,1580868,125673393,0.0,558.0,2282840.0,510.0,1723070.0,24862.615439256,24862.615439256,24951.4104943962,0.0,0.0,25040.2055495364,24685.0253289756,1328620.0,768850.0,559770.0,4091.1111111111113,3378.5686274509803
2020-09-23,30050,26150,28100,28400,28100,28100,0,0.0,28400,28050,28211.36681285845,789960,22292306000,40000,1122000000,829960,23414306000,-4770,-133793500,3651500,130,137445000,4900,0,0,0,0,3651500,130,137445000,4900,127254261,1583918,125670343,0.0,368.0,1251620.0,563.0,2266960.0,24951.4104943962,25217.7956598168,24951.4104943962,0.0,0.0,25217.7956598168,24907.0129668261,461660.0,1477000.0,-1015340.0,3401.141304347826,4026.5719360568382
2020-09-24,27400,23900,25647,25650,25500,25500,-147,-0.0057316645,25950,25400,25637.224320958994,747660,19175372000,200000,5120000000,947660,24295372000,-75610,-1935101000,163624500,6390,2098725500,82000,0,0,0,0,163624500,6390,2098725500,82000,127254261,1814138,125440123,0.0,798.0,1230840.0,430.0,1794400.0,24951.53696922,24954.455619,24808.52313,0.0,0.0,25246.320597,24711.234804,483180.0,1046740.0,-563560.0,1542.406015037594,4173.023255813953
2020-09-25,27250,23750,25500,25700,25500,25500,0,0.0,25700,25350,25476.312515286536,940370,23957160000,0,0,940370,23957160000,-67990,-1733085500,25400000,1000,1758485500,68990,0,0,0,0,25400000,1000,1758485500,68990,127254261,2212048,125042213,0.0,366.0,1682190.0,311.0,1980190.0,24808.52313,25003.099782,24808.52313,0.0,0.0,25003.099782,24662.590641,741820.0,1039820.0,-298000.0,4596.147540983607,6367.170418006431
2020-09-28,27250,23750,25500,25450,25600,25600,100,0.0039215686,25650,25400,25527.972415181717,993300,25356935000,0,0,993300,25356935000,-10500,-269260000,114740000,4500,384000000,15000,0,0,0,0,114740000,4500,384000000,15000,127254261,2215948,125038313,0.0,356.0,1342060.0,301.0,1295270.0,24808.52313,24759.878967,24905.811456,0.0,0.0,24954.455619,24711.234804,348760.0,301970.0,46790.0,3769.8314606741574,4303.222591362126
2020-09-29,27350,23850,25600,25600,25600,25400,0,0.0,25800,25000,25620.759674556895,867740,22232158000,0,0,867740,22232158000,-10720,-274375000,15420000,600,289795000,11320,0,0,0,0,15420000,600,289795000,11320,127254261,2290728,124963533,0.0,322.0,1432220.0,396.0,1565060.0,24905.811456,24905.811456,24905.811456,0.0,0.0,25100.388108,24322.0815,564480.0,697320.0,-132840.0,4447.888198757764,3952.1717171717173
2020-09-30,27350,23850,25600,25600,25750,25750,150,0.005859375,25800,25450,24882.063767473108,603070,15464145500,930000,22681800000,1533070,38145945500,-101800,-2607306000,30260000,1180,2637566000,102980,0,0,0,0,30260000,1180,2637566000,102980,127254261,2359118,124895143,0.0,197.0,1225340.0,416.0,1114990.0,24905.811456,24905.811456,25051.743945,0.0,0.0,25100.388108,24759.878967,622270.0,511920.0,110350.0,6220.0,2680.264423076923
2020-10-01,27550,23950,25750,25800,26250,26250,500,0.0194174757,26450,25600,25960.184015652474,1111310,28895830500,100000,2550000000,1211310,31445830500,8900,228930000,522232000,20140,293302000,11240,0,0,0,0,522232000,20140,293302000,11240,127254261,2359118,124895143,0.0,582.0,1984900.0,556.0,1998590.0,25051.743945,25100.388108,25538.185575,0.0,0.0,25732.762227,24905.811456,873590.0,887280.0,-13690.0,3410.4810996563574,3594.5863309352517
2020-10-02,28050,24450,26250,26400,26000,26000,-250,-0.0095238095,26400,25750,26110.91183932668,658230,17186985500,0,0,658230,17186985500,115150,3011232000,3014346000,115270,3114000,120,0,0,0,0,3014346000,115270,3114000,120,127254261,2359118,124895143,0.0,488.0,1181850.0,492.0,1515420.0,25538.185575,25684.118064,25294.96476,0.0,0.0,25684.118064,25051.743945,523620.0,857190.0,-333570.0,2421.8237704918033,3080.121951219512
2020-10-05,27800,24200,26000,26400,26500,26500,500,0.0192307692,26750,26000,26456.22006666235,1236080,32702004500,0,0,1236080,32702004500,109010,2855955000,8179542000,309010,5323587000,200000,0,0,0,0,8179542000,309010,5323587000,200000,127254261,2350468,124903793,0.0,866.0,1868690.0,602.0,1938980.0,25294.96476,25684.118064,25781.40639,0.0,0.0,26024.627205,25294.96476,632610.0,702900.0,-70290.0,2157.84064665127,3220.897009966777
2020-10-06,28350,24650,26500,26700,26400,26400,-100,-0.0037735849,26800,26000,26549.525561356495,853490,22634451500,878030,23336583000,1731520,45971034500,229040,6068518500,6487258500,244840,418740000,15800,0,0,0,0,6487258500,244840,418740000,15800,127254261,2052698,125201563,0.0,483.0,1235190.0,501.0,1922490.0,25781.40639,25975.983042,25684.118064,0.0,0.0,26073.271368,25294.96476,381700.0,1069000.0,-687300.0,2557.3291925465837,3837.305389221557
2020-10-07,28200,24600,26400,26300,26550,26550,150,0.0056818182,26600,26200,26444.816577404483,670310,17726225000,0,0,670310,17726225000,11240,298328000,432153000,16290,133825000,5050,0,0,0,0,432153000,16290,133825000,5050,127254261,1807978,125446283,0.0,422.0,1342510.0,399.0,1216420.0,25684.118064,25586.829738,25830.050553,0.0,0.0,25878.694716,25489.541412,672200.0,546110.0,126090.0,3181.303317535545,3048.6716791979948
2020-10-08,28400,24700,26550,26550,26500,26500,-50,-0.0018832392,26650,26400,26499.31566071956,848360,22485891000,100000,2645000000,948360,25130891000,3510,92840000,92840000,3510,0,0,0,0,0,0,92840000,3510,0,0,127254261,1991688,125262573,0.0,207.0,1202910.0,430.0,1609400.0,25830.050553,25830.050553,25781.40639,0.0,0.0,25927.338879,25684.118064,354550.0,761040.0,-406490.0,5811.159420289855,3742.7906976744184
2020-10-09,28350,24650,26500,26500,26650,26650,150,0.0056603774,26650,26300,26512.41083672317,867790,23007205000,0,0,867790,23007205000,-105630,-2794735000,175451000,6610,2970186000,112240,0,0,0,0,175451000,6610,2970186000,112240,127254261,2002618,125251643,0.0,214.0,1414350.0,334.0,1365260.0,25781.40639,25781.40639,25927.338879,0.0,0.0,25927.338879,25586.829738,546560.0,497470.0,49090.0,6609.112149532711,4087.604790419162
2020-10-12,28500,24800,26650,26650,26500,26500,-150,-0.0056285178,26650,26200,26457.332423775064,842900,22300885500,0,0,842900,22300885500,36440,966918500,1004328500,37850,37410000,1410,0,0,0,0,1004328500,37850,37410000,1410,127254261,1999698,125254563,0.0,318.0,1135380.0,316.0,1299580.0,25927.338879,25927.338879,25781.40639,0.0,0.0,25927.338879,25489.541412,292480.0,456680.0,-164200.0,3570.377358490566,4112.594936708861
2020-10-13,28350,24650,26500,26500,26600,26600,100,0.0037735849,26600,26400,26500.083303765638,648230,17178149000,0,0,648230,17178149000,250,6820500,118115500,4450,111295000,4200,0,0,0,0,118115500,4450,111295000,4200,127254261,1961848,125292413,0.0,164.0,945900.0,302.0,1128770.0,25781.40639,25781.40639,25878.694716,0.0,0.0,25878.694716,25684.118064,297670.0,480540.0,-182870.0,5767.682926829269,3737.6490066225165
2020-10-14,28450,24750,26600,26600,26500,26500,-100,-0.0037593985,26600,26450,26512.53893739306,455860,12086006000,0,0,455860,12086006000,-8210,-216661500,3044068000,114790,3260729500,123000,0,0,0,0,3044068000,114790,3260729500,123000,127254261,2069638,125184623,0.0,354.0,754540.0,291.0,968650.0,25878.694716,25878.694716,25781.40639,0.0,0.0,25878.694716,25732.762227,298680.0,512790.0,-214110.0,2131.468926553672,3328.6941580756015
2020-10-15,28350,24650,26500,26500,26500,26500,0,0.0,26700,26400,26616.099616572053,753280,19962680500,50000,1417500000,803280,21380180500,15300,406351500,447613500,16860,41262000,1560,0,0,0,0,447613500,16860,41262000,1560,127254261,1956254,125298007,0.0,317.0,1029940.0,322.0,1258410.0,25781.40639,25781.40639,25781.40639,0.0,0.0,25975.983042,25684.118064,276660.0,505130.0,-228470.0,3249.0220820189274,3908.105590062112
2020-10-16,28350,24650,26500,26500,26550,26550,50,0.0018867925,26650,26400,26350.583258782342,916060,24264896500,503550,13142655000,1419610,37407551500,201540,5340972500,5525986000,208530,185013500,6990,0,0,0,0,5525986000,208530,185013500,6990,127254261,1943594,125310667,0.0,257.0,1290730.0,276.0,1419710.0,25781.40639,25781.40639,25830.050553,0.0,0.0,25927.338879,25684.118064,374670.0,503650.0,-128980.0,5022.295719844358,5143.876811594203
2020-10-19,28400,24700,26550,26550,27000,27000,450,0.0169491525,27100,26550,26874.082992617117,1196010,32141672000,0,0,1196010,32141672000,-164840,-4414203000,5041817500,187560,9456020500,352400,0,0,0,0,5041817500,187560,9456020500,352400,127254261,1858073,125396188,0.0,852.0,1900630.0,486.0,1719930.0,25830.050553,25830.050553,26267.84802,0.0,0.0,26365.136346,25830.050553,704620.0,523920.0,180700.0,2230.786384976526,3538.9506172839506
2020-10-20,28850,25150,27000,27000,27050,27050,50,0.0018518519,27050,26700,26868.473919405227,252870,6794231000,0,0,252870,6794231000,-39910,-1074767000,149883000,5590,1224650000,45500,0,0,0,0,149883000,5590,1224650000,45500,127254261,1672073,125582188,0.0,286.0,553950.0,224.0,622540.0,26267.84802,26267.84802,26316.492183,0.0,0.0,26316.492183,25975.983042,301080.0,369670.0,-68590.0,1936.8881118881118,2779.1964285714284
2020-10-21,28900,25200,27050,27200,26800,26800,-250,-0.0092421442,27400,26800,27007.65146406651,806540,21877484000,1225130,32993151250,2031670,54870635250,300980,8175393500,134250000,5000,5508856500,204020,24539151250,905130,10989151250,405130,24673401250,910130,16498007750,609150,127254261,1673473,125580788,0.0,358.0,1252570.0,464.0,1793470.0,26316.492183,26462.424672,26073.271368,0.0,0.0,26657.001324,26073.271368,446030.0,986930.0,-540900.0,3498.7988826815645,3865.237068965517
2020-10-22,28650,24950,26800,26700,26550,26550,-250,-0.0093283582,26800,26400,26543.984682480586,470050,12476892000,0,0,470050,12477000000,-92400,-2455103500,8516000,320,2463619500,92720,0,0,0,0,8516000,320,2463619500,92720,127254261,1520873,125733388,0.0,264.0,1037240.0,375.0,1198750.0,26073.271368,25975.983042,25830.050553,0.0,0.0,26073.271368,25684.118064,567190.0,728700.0,-161510.0,3928.939393939394,3196.6666666666665
2020-10-23,28400,24700,26550,26700,26750,26750,200,0.0075329567,26800,26450,26570.50757050757,476190,12652610000,0,0,476190,12652610000,-87670,-2331051000,53000000,2000,2384051000,89670,0,0,0,0,53000000,2000,2384051000,89670,127254261,1566053,125688208,0.0,257.0,849720.0,346.0,887080.0,25830.050553,25975.983042,26024.627205,0.0,0.0,26073.271368,25732.762227,373530.0,410890.0,-37360.0,3306.303501945525,2563.815028901734
2020-10-26,28600,24900,26750,26600,26750,26750,0,0.0,26900,26450,26576.384217631043,824140,21911480500,50000,1320000000,874140,23231480500,-65110,-1731932500,773617000,29090,2505549500,94200,0,0,0,0,773617000,29090,2505549500,94200,127254261,1768073,125486188,0.0,233.0,1153270.0,427.0,1283200.0,26024.627205,25878.694716,26024.627205,0.0,0.0,26170.559694,25732.762227,329130.0,459060.0,-129930.0,4949.656652360515,3005.152224824356
2020-10-27,28600,24900,26750,26750,26700,26700,-50,-0.0018691589,26900,26450,26593.43850207061,620590,16503622000,0,0,620590,16503622000,-84200,-2238728500,182910000,6900,2421638500,91100,0,0,0,0,182910000,6900,2421638500,91100,139782623,1856655,137925968,0.0,179.0,845290.0,445.0,1214430.0,26024.627205,26024.627205,25975.983042,0.0,0.0,26170.559694,25732.762227,224700.0,593840.0,-369140.0,4722.290502793296,2729.0561797752807
2020-10-28,28550,24850,26700,26750,26800,26800,100,0.0037453184,27050,26550,26838.89405204461,1241080,33354604500,190000,5054000000,1431080,38408604500,-138200,-3705893500,1346927500,50060,5052821000,188260,0,0,0,0,1346927500,50060,5052821000,188260,139782623,1939065,137843558,0.0,316.0,1575960.0,696.0,1871790.0,25975.983042,26024.627205,26073.271368,0.0,0.0,26316.492183,25830.050553,334880.0,630710.0,-295830.0,4987.215189873417,2689.353448275862
2020-10-29,28650,24950,26800,26800,27000,27000,200,0.0074626866,27000,26700,26905.55441035004,1018740,27409764500,0,0,1018740,27409764500,50520,1359505000,1429927000,53130,70422000,2610,0,0,0,0,1429927000,53130,70422000,2610,139782623,1983205,137799418,0.0,285.0,1313690.0,354.0,1844170.0,26073.271368,26073.271368,26267.84802,0.0,0.0,26267.84802,25975.983042,294950.0,825430.0,-530480.0,4609.438596491228,5209.5197740113
2020-10-30,28850,25150,27000,27100,27200,27200,200,0.0074074074,27200,26900,27037.780167849938,897230,24259107500,0,0,897230,24259107500,-50920,-1374120000,2535419500,94010,3909539500,144930,0,0,0,0,2535419500,94010,3909539500,144930,139782623,2021175,137761448,0.0,306.0,1123140.0,339.0,1453350.0,26267.84802,26365.136346,26462.424672,0.0,0.0,26462.424672,26170.559694,225910.0,556120.0,-330210.0,3670.392156862745,4287.168141592921
2020-11-02,29100,25300,27200,27300,27100,27100,-100,-0.0036764706,27300,27000,27065.281087901305,570640,15444532000,0,0,570640,15444532000,6620,179028500,179028500,6620,0,0,0,0,0,0,179028500,6620,0,0,139782623,2115425,137667198,0.0,229.0,999850.0,245.0,1210880.0,26462.424672,26559.712998,26365.136346,0.0,0.0,26559.712998,26267.84802,429210.0,640240.0,-211030.0,4366.157205240174,4942.367346938776
2020-11-03,28950,25250,27100,27100,27200,27200,100,0.0036900369,27200,26950,27050.29212714184,789040,21343762500,0,0,789040,21343762500,36190,977915000,1005115000,37190,27200000,1000,0,0,0,0,1005115000,37190,27200000,1000,139782623,2111415,137671208,0.0,338.0,1180200.0,352.0,1217090.0,26365.136346,26365.136346,26462.424672,0.0,0.0,26462.424672,26219.203857,391160.0,428050.0,-36890.0,3491.715976331361,3457.6420454545455
2020-11-04,29100,25300,27200,27000,27100,27100,-100,-0.0036764706,27500,27000,27258.16048976579,946310,25812118000,300000,8160000000,1246310,33972118000,-17340,-477509000,771507000,28430,1249016000,45770,0,0,0,0,771507000,28430,1249016000,45770,139782623,2219155,137563468,0.0,332.0,1241240.0,292.0,1339270.0,26462.424672,26267.84802,26365.136346,0.0,0.0,26754.28965,26267.84802,294930.0,392960.0,-98030.0,3738.6746987951806,4586.541095890411
2020-11-05,28950,25250,27100,27050,27300,27300,200,0.0073800738,27400,27000,27160.001809389083,607940,16511651500,0,0,607940,16511651500,6780,180557000,640116000,23620,459559000,16840,0,0,0,0,640116000,23620,459559000,16840,139782623,2190725,137591898,0.0,364.0,1035410.0,295.0,1005340.0,26365.136346,26316.492183,26559.712998,0.0,0.0,26657.001324,26267.84802,427470.0,397400.0,30070.0,2844.532967032967,3407.9322033898306
2020-11-06,29200,25400,27300,27300,27200,27200,-100,-0.0036630037,27300,27000,27080.51872547278,619210,16768528000,0,0,619210,16768528000,-24910,-676104000,2316923000,85470,2993027000,110380,0,0,0,0,2316923000,85470,2993027000,110380,139782623,2168105,137614518,0.0,363.0,989260.0,271.0,1529870.0,26559.712998,26559.712998,26462.424672,0.0,0.0,26559.712998,26267.84802,370050.0,910660.0,-540610.0,2725.2341597796144,5645.276752767528
2020-11-09,29100,25300,27200,27200,27250,27250,50,0.0018382353,27250,27000,27153.39142743014,999580,27149202500,152000,4120100000,1151580,31269302500,70650,1901072000,3876983000,143120,3595911000,132470,4120100000,152000,2500100000,92000,7997083000,295120,6096011000,224470,139782623,2126785,137655838,0.0,731.0,1451940.0,340.0,1617790.0,26462.424672,26462.424672,26511.068835,0.0,0.0,26511.068835,26267.84802,452360.0,618210.0,-165850.0,1986.2380300957593,4758.205882352941
2020-11-10,29150,25350,27250,27300,27300,27300,50,0.0018348624,27350,27100,27207.02235649547,827500,22513811000,0,0,827500,22513811000,29440,800577500,1295421000,47610,494843500,18170,0,0,0,0,1295421000,47610,494843500,18170,139782623,1932400,137850223,0.0,851.0,1409140.0,620.0,1434910.0,26511.068835,26559.712998,26559.712998,0.0,0.0,26608.357161,26365.136346,581640.0,607410.0,-25770.0,1655.8636897767333,2314.3709677419356
2020-11-11,29200,25400,27300,27200,28100,28100,800,0.0293040293,28150,27150,27396.84000613591,1230890,34169000000,790000,21197000000,2020890,55366000000,-11600,-354403500,6633682500,240360,6988086000,251960,0,0,0,0,6633682500,240360,6988086000,251960,139782623,1995170,137787453,0.0,789.0,2285690.0,871.0,2039490.0,26559.712998,26462.424672,27338.019606,0.0,0.0,27386.663769,26413.780509,1054800.0,808600.0,246200.0,2896.9455006337134,2341.5499425947187
2020-11-12,30050,26150,28100,28100,28200,28200,100,0.0035587189,28300,27950,28028.08155379998,529740,14880000000,50000,1369000000,579740,16249000000,21960,617304000,872775000,31060,255471000,9100,0,0,0,0,872775000,31060,255471000,9100,139782623,1887280,137895343,0.0,523.0,913210.0,512.0,1394430.0,27338.019606,27338.019606,27435.307932,0.0,0.0,27532.596258,27192.087117,383470.0,864690.0,-481220.0,1746.0994263862333,2723.49609375
2020-11-13,30150,26250,28200,28400,28400,28400,200,0.0070921986,28450,28100,27248.560360657768,618680,17549639000,1320000,35276600000,1938680,52826239000,205750,5839711500,5839711500,205750,0,0,2836600000,100000,2836600000,100000,8676311500,305750,2836600000,100000,139782623,1869530,137913093,0.0,458.0,1171020.0,502.0,1435930.0,27435.307932,27629.884584,27629.884584,0.0,0.0,27678.528747,27338.019606,552340.0,817250.0,-264910.0,2556.812227074236,2860.4183266932273
2020-11-16,30350,26450,28400,28150,28400,28400,0,0.0,28450,28150,28323.79142126799,667990,18914926000,400000,11334600000,1067990,30249526000,-42930,-1232103000,7162249500,253120,5554352500,196050,8494600000,300000,11334600000,400000,15656849500,553120,16888952500,596050,139782623,1912500,137870123,0.0,379.0,1337860.0,471.0,1336390.0,27629.884584,27386.663769,27629.884584,0.0,0.0,27678.528747,27386.663769,669870.0,668400.0,1470.0,3529.9736147757258,2837.3460721868364
2020-11-17,30350,26450,28400,28500,28600,28600,200,0.0070422535,28700,28350,28564.11937930585,920260,26286416500,0,0,920260,26286416500,126860,3612445000,5987733500,210210,2375288500,83350,0,0,0,0,5987733500,210210,2375288500,83350,139782623,1668480,138114143,0.0,397.0,1654500.0,481.0,1587440.0,27629.884584,27727.17291,27824.461236,0.0,0.0,27921.749562,27581.240421,734240.0,667180.0,67060.0,4167.506297229219,3300.29106029106
2020-11-18,30600,26600,28600,28650,28550,28550,-50,-0.0017482517,28650,28400,28542.755031870718,756180,21583460500,0,0,756180,21583460500,36770,1050149000,5880331000,206210,4830182000,169440,0,0,0,0,5880331000,206210,4830182000,169440,139782623,1458270,138324353,0.0,466.0,1092680.0,313.0,1427560.0,27824.461236,27873.105399,27775.817073,0.0,0.0,27873.105399,27629.884584,336500.0,671380.0,-334880.0,2344.8068669527897,4560.894568690096
2020-11-19,30500,26600,28550,28650,28100,28100,-450,-0.0157618214,28650,28100,28259.56052831623,1052400,29740361500,0,0,1052400,29740361500,-334080,-9421805500,1405000000,50000,10826805500,384080,0,0,0,0,1405000000,50000,10826805500,384080,139782623,1530293,138252330,0.0,664.0,1467290.0,446.0,1996130.0,27775.817073,27873.105399,27338.019606,0.0,0.0,27873.105399,27338.019606,414890.0,943730.0,-528840.0,2209.774096385542,4475.627802690583
2020-11-20,30050,26150,28100,28100,28450,28450,350,0.012455516,28450,27500,27831.38841590025,1378430,38550358000,495000,13589800000,1873430,52140158000,-179100,-4988418500,3385022000,120900,8373440500,300000,0,0,0,0,3385022000,120900,8373440500,300000,139782623,1563643,138218980,0.0,1082.0,2699110.0,509.0,2278780.0,27338.019606,27338.019606,27678.528747,0.0,0.0,27678.528747,26754.28965,1320680.0,900350.0,420330.0,2494.5563770794824,4476.974459724951
2020-11-23,30400,26500,28450,28550,28600,28600,150,0.0052724077,28600,28300,28434.714584416055,827390,23526598500,0,0,827390,23526598500,231800,6597970500,6597970500,231800,0,0,0,0,0,0,6597970500,231800,0,0,139782623,1612142,138170481,0.0,392.0,1270230.0,353.0,1725260.0,27678.528747,27775.817073,27824.461236,0.0,0.0,27824.461236,27532.596258,442840.0,897870.0,-455030.0,3240.3826530612246,4887.42209631728
2020-11-24,30600,26600,28600,28600,28400,28400,-200,-0.006993007,28600,28300,28421.614037958116,611200,17371290500,0,0,611200,17371290500,11940,338809000,338809000,11940,0,0,0,0,0,0,338809000,11940,0,0,139782623,1764423,138018200,0.0,325.0,928960.0,361.0,1262330.0,27824.461236,27824.461236,27629.884584,0.0,0.0,27824.461236,27532.596258,317760.0,651130.0,-333370.0,2858.3384615384616,3496.759002770083
2020-11-25,30350,26450,28400,28500,28350,28350,-50,-0.0017605634,28500,28200,28303.741692030562,643960,18226477500,0,0,643960,18226477500,-900,-25470000,2830000,100,28300000,1000,0,0,0,0,2830000,100,28300000,1000,139782623,2052483,137730140,0.0,330.0,939930.0,363.0,1152800.0,27629.884584,27727.17291,27581.240421,0.0,0.0,27727.17291,27435.307932,295970.0,508840.0,-212870.0,2848.2727272727275,3175.757575757576
2020-11-26,30300,26400,28350,28400,28400,28400,50,0.0017636684,28450,28150,28346.24683845441,798660,22639013500,0,0,798660,22639013500,-148840,-4215341000,5112000,180,4220453000,149020,0,0,0,0,5112000,180,4220453000,149020,139782623,2052383,137730240,0.0,424.0,1298680.0,443.0,1384330.0,27581.240421,27629.884584,27629.884584,0.0,0.0,27678.528747,27386.663769,500020.0,585670.0,-85650.0,3062.9245283018868,3124.89841986456
2020-11-27,30350,26450,28400,28450,28650,28600,250,0.0088028169,28750,28400,28577.72696088457,788600,22533798000,1142735,32659366300,1931335,55193164300,-28060,-801028000,663347500,23230,1464375500,51290,32659366300,1142735,32659366300,1142735,33322713800,1165965,34123741800,1194025,139782623,2052212,137730411,0.0,630.0,1345570.0,541.0,1565010.0,27629.884584,27678.528747,27873.105399,0.0,0.0,27970.393725,27629.884584,556970.0,776410.0,-219440.0,2135.8253968253966,2892.8096118299445
2020-11-30,30650,26650,28650,28750,28800,28800,150,0.0052356021,29150,28700,28917.99505164961,1038730,30037989000,0,0,1038730,30037989000,-338990,-9779178000,1251359000,43140,11030537000,382130,0,0,0,0,1251359000,43140,11030537000,382130,139782623,2029982,137752641,0.0,745.0,1364880.0,591.0,1863890.0,27873.105399,27970.393725,28019.037888,0.0,0.0,28359.547029,27921.749562,326150.0,825160.0,-499010.0,1832.0536912751677,3153.7901861252117
2020-12-01,30800,26800,28800,28050,29200,29200,400,0.0138888889,29200,28050,28565.72364231784,879300,25286300000,220000,6116000000,1099300,31402300000,35790,1005818500,4146106000,144170,3140287500,108380,0,0,0,0,4146106000,144170,3140287500,108380,139782623,2135862,137646761,0.0,730.0,1922500.0,390.0,1376960.0,28019.037888,27289.375443,28408.191192,0.0,0.0,28408.191192,27289.375443,1043200.0,497660.0,545540.0,2633.5616438356165,3530.6666666666665
2020-12-02,31200,27200,29200,29200,29500,29500,300,0.0102739726,29600,28800,29250.92022170294,1553430,45439257000,0,0,1553430,45439257000,-796290,-23243728000,132039000,4470,23375767000,800760,0,0,0,0,132039000,4470,23375767000,800760,139782623,2043162,137739461,0.0,876.0,2178190.0,1687.0,2691720.0,28408.191192,28408.191192,28700.05617,0.0,0.0,28797.344496,28019.037888,624760.0,1138290.0,-513530.0,2486.518264840183,1595.56609365738
2020-12-03,31550,27450,29500,29500,29550,29550,50,0.0016949153,29750,29300,29503.027822075408,702320,20720566500,0,0,702320,20720566500,-97700,-2879258000,2958478500,100200,5837736500,197900,0,0,0,0,2958478500,100200,5837736500,197900,139782623,2420831,137361792,0.0,642.0,1527430.0,554.0,1789920.0,28700.05617,28700.05617,28748.700333,0.0,0.0,28943.276985,28505.479518,825110.0,1087600.0,-262490.0,2379.1744548286606,3230.9025270758125
