time,ceiling_price,floor_price,reference_price,open_price,close_price,match_price,price_change,percent_price_change,highest_price,lowest_price,average_price,total_match_volume,total_match_value,total_deal_volume,total_deal_value,total_volume,total_value,foreign_net_trading_volume,foreign_net_trading_value,foreign_buy_value_matched,foreign_buy_volume_matched,foreign_sell_value_matched,foreign_sell_volume_matched,foreign_buy_value_deal,foreign_buy_volume_deal,foreign_sell_value_deal,foreign_sell_volume_deal,foreign_buy_value_total,foreign_buy_volume_total,foreign_sell_value_total,foreign_sell_volume_total,foreign_total_room,foreign_current_room,foreign_holding_volume,total_trade,total_buy_trade,total_buy_trade_volume,total_sell_trade,total_sell_trade_volume,reference_price_adjusted,open_price_adjusted,close_price_adjusted,price_change_adjusted,percent_price_change_adjusted,highest_price_adjusted,lowest_price_adjusted,unmatched_buy_trade_volume,unmatched_sell_trade_volume,dif_volume_buy_sell,average_volume_buy_order,average_volume_sell_order,year,month,dayofweek
2016-01-21,-0.7012987012987013,-0.6865671641791045,-0.6944444444444444,-0.6728110599078341,-0.6944444444444444,-0.6944444444444444,0.18181818181818182,0.0044052863,-0.6936936936936937,-0.6635071090047393,-0.6890438491265771,-0.5228767598307789,-0.4267427082210676,0.0,0.0,-0.5868730424109032,-0.47228489897464776,0.005706134094151213,0.004540956540683558,-0.16433544403490533,-0.18218623481781376,-0.15437578110626854,-0.17093980849313442,0.0,0.0,0.0,0.0,-0.23114723499931347,-0.2621987066431511,-0.22103505411732202,-0.23098460102659824,-0.5812160859238898,-0.21413025955593412,-0.8507331647148815,0.0,-0.35136527563111797,-0.5387675418924108,-0.34870848708487084,-0.5200172517295442,-0.7324896208834735,-0.7254693968796647,-0.7347594399672436,0.0,0.0,-0.7358695463095991,-0.7240891684748177,-0.4943925505178901,-0.5213414036175061,0.2302384849677807,2.0597442600673985,0.40231794441014995,-0.8,-1.0,0.5
2016-01-22,-0.6926406926406926,-0.6766169154228856,-0.6851851851851852,-0.6728110599078341,-0.6851851851851852,-0.6851851851851852,0.18181818181818182,0.0043859649,-0.6936936936936937,-0.6635071090047393,-0.6918686893592643,-0.43101463346972746,-0.3717839720883656,0.0,0.0,-0.4992735757216626,-0.4191465067430749,0.0,0.0,-0.16794253851242794,-0.18775303643724697,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.34106130860381245,-0.435066682585729,-0.34317343173431736,-0.47423605728040474,-0.7291958680117266,-0.7254693968796647,-0.7314485908037003,0.0,0.0,-0.7358695463095991,-0.7240891684748237,-0.3812266658918895,-0.5268789365844602,0.5706027391583615,2.0597442600673985,1.9944032768749318,-0.8,-1.0,1.0
2016-01-25,-0.6753246753246753,-0.6766169154228856,-0.6759259259259259,-0.6728110599078341,-0.6296296296296297,-0.6296296296296297,1.0909090909090908,0.0262008734,-0.6396396396396397,-0.6540284360189573,-0.6610015180305856,-0.4223094528053263,-0.3651965022575565,0.0,0.0,-0.49097233979514093,-0.41277722716506615,0.0,0.0,-0.16794253851242794,-0.18775303643724697,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.315816589386914,-0.44203342357720693,-0.33886838868388686,-0.47197468192123654,-0.7259021151399621,-0.7254693968796647,-0.7115834958224764,0.0,0.0,-0.7163408297876648,-0.720765482298046,-0.4083051266034255,-0.5320634273079483,0.5097901083645857,1.712484972993589,1.684199927956955,-0.8,-1.0,-1.0
2016-01-26,-0.6233766233766234,-0.6169154228855721,-0.6203703703703703,-0.6359447004608295,-0.6759259259259259,-0.6759259259259259,-0.9090909090909091,-0.0212765957,-0.6486486486486487,-0.6350710900473934,-0.6562430040032611,-0.5242471738678133,-0.42704876323533086,0.0,0.0,-0.5881798654025227,-0.47258081683114816,0.004755111745126011,0.003838814416618326,-0.16626715124021615,-0.18522267206477733,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.23259431209666348,-0.26455026455026454,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.21416081076388305,-0.8507241383533022,0.0,-0.3462132921174652,-0.555421247430631,-0.34317343173431736,-0.49872360514521175,-0.7061395979094516,-0.7123720811027824,-0.7281377416401689,0.0,0.0,-0.7195956158746587,-0.7141181099445024,-0.5300855644493514,-0.4719547164482381,-0.028096057020906284,0.8075815625387532,0.9571189241266073,-0.8,-1.0,-0.5
2016-01-27,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.663594470046083,-0.6203703703703703,-0.6203703703703703,1.0909090909090908,0.0260869565,-0.6306306306306306,-0.6350710900473934,-0.63949367448751,-0.4854372702683959,-0.4029724354466213,0.0,0.0,-0.5511708499111149,-0.44930194545311625,-0.28530670470756064,-0.23032886499709956,-0.16794253851242794,-0.18775303643724697,-0.06674596679545008,-0.045841213838024884,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,-0.1507811543977578,-0.13265782281181254,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.3235445646573931,-0.45353709733108316,-0.34009840098400984,-0.5057758324250919,-0.7226083622682034,-0.7221950679354515,-0.7082726466589272,0.0,0.0,-0.7130860437006709,-0.7141181099444904,-0.3515551229716577,-0.5335082853784286,0.6762530302716366,1.9511972737547687,0.46105535942695786,-0.8,-1.0,0.0
2016-01-28,-0.6147186147186147,-0.6069651741293532,-0.6111111111111112,-0.6175115207373272,-0.6111111111111112,-0.6111111111111112,0.18181818181818182,0.0042372881,-0.5945945945945946,-0.5876777251184834,-0.6080668570682926,-0.47561689437547683,-0.3960206144083559,0.0,0.0,-0.5418061669347329,-0.442580382712607,0.0,0.0,-0.16794253851242794,-0.18775303643724697,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.31169500257599175,-0.49010361373470884,-0.3339483394833948,-0.4899345483368983,-0.7028458450376989,-0.70582342321435,-0.7049617974953958,0.0,0.0,-0.7000668993527301,-0.6974996790606435,-0.44672196638435724,-0.5095406397386965,0.3288233222137041,0.6650962369875485,0.6862411365126918,-0.8,-1.0,0.5
2016-01-29,-0.6060606060606061,-0.5970149253731343,-0.6018518518518519,-0.6082949308755761,-0.5925925925925926,-0.5925925925925926,0.36363636363636365,0.0084388186,-0.6036036036036037,-0.5971563981042654,-0.6188546705543403,-0.4953852555655732,-0.4085834440414477,0.0,0.0,-0.5606572208583763,-0.45472710615562373,0.0,0.0,-0.16794253851242794,-0.18775303643724697,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.32663575476558476,-0.5153697471127876,-0.34378843788437885,-0.4871894251560524,-0.6995520921659343,-0.702549094270119,-0.6983400991683212,0.0,0.0,-0.7033216854397124,-0.7008233652374093,-0.4777154727835321,-0.4800877636865979,0.14706918343244307,0.7704777742957154,1.500925256738179,-0.8,-1.0,1.0
2016-02-01,-0.5887445887445888,-0.5771144278606966,-0.5833333333333334,-0.5990783410138248,-0.6296296296296297,-0.6296296296296297,-0.7272727272727273,-0.0167364017,-0.6036036036036037,-0.5971563981042654,-0.6141326403172185,-0.5134336639156668,-0.41967429479641616,0.0,0.0,-0.5778681325658174,-0.4654506056221384,0.28530670470756064,0.2339921438827016,-0.06582052449645304,-0.035931174089068825,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.15734791208979818,-0.14893200078385263,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.21265870970639372,-0.8511679344642823,0.0,-0.3384853168469861,-0.5517878290163633,-0.33579335793357934,-0.4836137710765429,-0.6929645864224229,-0.6992747653259058,-0.7115834958224764,0.0,0.0,-0.7033216854397065,-0.7008233652374033,-0.5360634542469893,-0.45079833311758527,-0.1121977498290616,0.42540593504061514,1.02164118428026,-0.8,-0.8,-1.0
2016-02-02,-0.6233766233766234,-0.6169154228855721,-0.6203703703703703,-0.6175115207373272,-0.6203703703703703,-0.6203703703703703,0.18181818181818182,0.0042553191,-0.6216216216216216,-0.5971563981042654,-0.6228681281317875,-0.5240585338789098,-0.4264075051102078,0.0,0.0,-0.5879999788368746,-0.4719607984651473,0.0,0.0,-0.16794253851242794,-0.18775303643724697,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.3359093250901597,-0.5227559769087547,-0.35424354243542433,-0.5221941169270939,-0.7061395979094338,-0.70582342321435,-0.7082726466589272,0.0,0.0,-0.7098312576136768,-0.7008233652373973,-0.45680375379519733,-0.5248325991362233,0.34852785777925116,1.1067164395548286,0.752914754123761,-0.8,-0.8,-0.5
2016-02-03,-0.6147186147186147,-0.6069651741293532,-0.6111111111111112,-0.6175115207373272,-0.6388888888888888,-0.6388888888888888,-0.36363636363636365,-0.0084745763,-0.6396396396396397,-0.6255924170616114,-0.651993663406529,-0.47712601428670504,-0.39823586974968994,0.0,0.0,-0.5432452594599171,-0.44472226434060996,-1.4645744174988111,-1.1715074007092292,-0.16794253851242794,-0.18775303643724697,0.29721485259692065,0.47999694674616433,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,0.14101071014674232,0.2806479568028798,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.33900051519835134,-0.5276865837799813,-0.34870848708487084,-0.45993635510587083,-0.702845845037693,-0.70582342321435,-0.7148943449860138,0.0,0.0,-0.7163408297876765,-0.7107944237677366,-0.5293446838182954,-0.44046204076722617,-0.1257899426061372,1.1815599069477454,0.752914754123761,-0.8,-0.8,0.0
2016-02-04,-0.6320346320346321,-0.6268656716417911,-0.6296296296296297,-0.6359447004608295,-0.6296296296296297,-0.6296296296296297,0.18181818181818182,0.0042735043,-0.6396396396396397,-0.6066350710900474,-0.6342898626216187,-0.5286469241972398,-0.4294097590596474,0.0,0.0,-0.5923754550071955,-0.4748636117241513,0.0,0.0,-0.16794253851242794,-0.18775303643724697,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.3508500772797527,-0.5535529088321754,-0.36162361623616235,-0.5156343798994037,-0.7094333507811925,-0.7123720811027824,-0.7115834958224764,0.0,0.0,-0.7163408297876648,-0.7041470514141751,-0.5201199936080887,-0.5047091912586741,0.10413774527070427,1.328960766772653,0.752914754123761,-0.8,-0.8,0.5
2016-02-05,-0.6233766233766234,-0.6169154228855721,-0.6203703703703703,-0.6175115207373272,-0.6203703703703703,-0.6203703703703703,0.18181818181818182,0.0042553191,-0.6306306306306306,-0.5971563981042654,-0.6238582140610587,-0.5269103266523337,-0.4281855390025944,0.0,0.0,-0.5907194404469652,-0.4736799402981497,0.0,0.0,-0.16794253851242794,-0.18775303643724697,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.3462132921174652,-0.548348020819552,-0.35854858548585483,-0.5177821036619127,-0.7061395979094338,-0.70582342321435,-0.7082726466589272,0.0,0.0,-0.7130860437006709,-0.7008233652373973,-0.5106773973299243,-0.5115739015482864,0.1528292895178501,1.0729191676348888,1.5483164798940339,-0.8,-0.8,1.0
2016-02-15,-0.6147186147186147,-0.6069651741293532,-0.6111111111111112,-0.6082949308755761,-0.6111111111111112,-0.6111111111111112,0.18181818181818182,0.0042372881,-0.6216216216216216,-0.6066350710900474,-0.6299952886595734,-0.5126902004299883,-0.4195139802651354,0.0,0.0,-0.5771591678659105,-0.4652956010306382,0.09072753209700428,0.07497138934896333,-0.06849341157535088,-0.03825910931174089,-0.09668969542406537,-0.08824751711094338,0.0,0.0,0.0,0.0,-0.15935022054785117,-0.15073486184597296,-0.17478740985829086,-0.16598893407106194,-0.5812160859238898,-0.20634479339694706,-0.8530333825239952,0.0,-0.3359093250901597,-0.5255859129205779,-0.35793357933579334,-0.5076292276936886,-0.7028458450376989,-0.702549094270119,-0.7049617974953958,0.0,0.0,-0.7098312576136886,-0.7041470514141811,-0.4780568589566657,-0.5055525699513979,0.22679899716138657,1.0277775088229129,1.5483164798940339,-0.8,-0.8,-1.0
2016-02-16,-0.6060606060606061,-0.5970149253731343,-0.6018518518518519,-0.6082949308755761,-0.5925925925925926,-0.5925925925925926,0.36363636363636365,0.0084388186,-0.6036036036036037,-0.5781990521327014,-0.6023087228224154,-0.46906997711353077,-0.39176499230526685,0.0,0.0,-0.5355630449504782,-0.4384657153746014,1.1836424155967664,0.9706596461203695,0.25568586345450534,0.4421052631578947,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,0.08349838665385141,0.22128159905937683,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.20784893120163297,-0.8525889846555764,0.0,-0.31839258114374036,-0.4812846683295633,-0.3376383763837638,-0.4810988652325195,-0.6995520921659343,-0.702549094270119,-0.6983400991683212,0.0,0.0,-0.7033216854397124,-0.6941759928838658,-0.43544169559975016,-0.497432598351685,0.3226281002009821,1.09693426142251,1.2420036463266186,-0.8,-0.8,-0.5
2016-02-17,-0.5887445887445888,-0.5771144278606966,-0.5833333333333334,-0.5898617511520737,-0.5925925925925926,-0.5925925925925926,0.0,0.0,-0.6036036036036037,-0.5781990521327014,-0.6014805386922328,-0.5208405575976143,-0.4240610833341895,0.0,0.0,-0.5849313256581732,-0.4696920948986442,0.0,0.0,-0.16794253851242794,-0.18775303643724697,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.33024214322514167,-0.5395774779687706,-0.35424354243542433,-0.49025801826585147,-0.6929645864224288,-0.6960004363816866,-0.6983400991683212,0.0,0.0,-0.7033216854397124,-0.6941759928838658,-0.49888141551781745,-0.45697657237823636,0.013447154134637299,0.36349932220447273,1.2420036463266186,-0.8,-0.8,0.0
2016-02-18,-0.5887445887445888,-0.5771144278606966,-0.5833333333333334,-0.5806451612903226,-0.5925925925925926,-0.5925925925925926,0.0,0.0,-0.5945945945945946,-0.5781990521327014,-0.5946061299957535,-0.5128788404188918,-0.41896016642980194,0.0,0.0,-0.5773390544315584,-0.46476013062363747,-0.016262482168330955,-0.012909243865115218,-0.09949509269044284,-0.08653846153846154,-0.09017503124425075,-0.08099603925127431,0.0,0.0,0.0,0.0,-0.1825741452698064,-0.18812463256907702,-0.16956452347430329,-0.1602893140457303,-0.5812160859238898,-0.21316789650554266,-0.851017495104628,0.0,-0.3333333333333333,-0.5270476700623747,-0.33087330873308735,-0.5009674956433554,-0.6929645864224288,-0.6927261074374675,-0.6983400991683212,0.0,0.0,-0.7000668993527243,-0.6941759928838658,-0.4811002803724741,-0.49038482912101633,0.1700474483558834,0.832402272574871,0.16304143570548918,-0.8,-0.8,0.5
2016-02-19,-0.5887445887445888,-0.5771144278606966,-0.5833333333333334,-0.5898617511520737,-0.6296296296296297,-0.6296296296296297,-0.7272727272727273,-0.0167364017,-0.6126126126126126,-0.5876777251184834,-0.6177383544245858,-0.509843955891532,-0.41751733564827515,0.0,0.0,-0.5744449970371625,-0.46336508930013554,0.0,0.0,-0.16794253851242794,-0.18775303643724697,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.3343637300360639,-0.5422718868283742,-0.3462484624846248,-0.49375790461425484,-0.6929645864224229,-0.6960004363816866,-0.7115834958224764,0.0,0.0,-0.7065764715267004,-0.6974996790606316,-0.5193427952990397,-0.4777864512847469,0.021030603153554484,0.48301254367095997,1.438875170729942,-0.8,-0.8,1.0
2016-02-22,-0.6233766233766234,-0.6169154228855721,-0.6203703703703703,-0.6175115207373272,-0.6388888888888888,-0.6388888888888888,-0.18181818181818182,-0.0042553191,-0.6306306306306306,-0.5971563981042654,-0.6258596063100084,-0.4996463000208059,-0.41138166131471177,0.0,0.0,-0.5647205409294844,-0.4574326408436274,0.0,0.0,-0.16794253851242794,-0.18775303643724697,-0.15581587144497525,-0.17306012365678033,0.0,0.0,0.0,0.0,-0.23384937525744887,-0.26650989613952575,-0.22218959225069934,-0.2326511565895607,-0.5812160859238898,-0.2141862701038405,-0.8507166163853195,0.0,-0.3400309119010819,-0.5280157211496574,-0.3413284132841328,-0.48609662134202136,-0.7061395979094516,-0.70582342321435,-0.7148943449860138,0.0,0.0,-0.7130860437006825,-0.7008233652374093,-0.5006028734546828,-0.4726150361999056,0.05809833619957317,1.2502132454508845,1.333918024184293,-0.8,-0.8,-1.0
